Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
10.10.2007;80.8;54.7;43.8;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
11.10.2007;78.3;67.1;69.8;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
12.10.2007;77.5;64.8;68.5;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
13.10.2007;77.3;65.2;69.0;3.7;29.8;;;;;;;;;;;;;;;;;;;;;;
14.10.2007;75.1;62.9;68.0;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
15.10.2007;73.5;59.0;62.4;9.9;29.8;;;;;;;;;;;;;;;;;;;;;;
16.10.2007;67.9;30.2;28.5;12.8;30.0;;;;;;;;;;;;;;;;;;;;;;
17.10.2007;69.2;24.1;27.0;10.3;30.0;;;;;;;;;;;;;;;;;;;;;;
18.10.2007;69.5;28.8;27.4;5.0;29.9;;;;;;;;;;;;;;;;;;;;;;
19.10.2007;72.7;30.1;26.4;5.2;29.2;;;;;;;;;;;;;;;;;;;;;;
20.10.2007;76.5;46.1;34.4;7.4;29.9;;;;;;;;;;;;;;;;;;;;;;
21.10.2007;74.5;53.3;49.4;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
22.10.2007;73.5;56.8;58.6;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
23.10.2007;74.7;53.2;52.7;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
24.10.2007;75.2;55.4;53.6;4.6;29.9;;;;;;;;;;;;;;;;;;;;;;
25.10.2007;71.4;61.3;72.3;5.5;30.0;;;;;;;;;;;;;;;;;;;;;;
26.10.2007;71.0;57.3;66.0;3.9;30.0;;;;;;;;;;;;;;;;;;;;;;
27.10.2007;69.5;46.0;54.3;4.4;30.0;;;;;;;;;;;;;;;;;;;;;;
28.10.2007;66.8;44.2;50.9;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
29.10.2007;66.3;48.1;55.2;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
30.10.2007;63.8;54.1;71.0;5.9;29.9;;;;;;;;;;;;;;;;;;;;;;
31.10.2007;63.8;51.0;67.3;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
1.11.2007;65.7;54.1;68.0;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
2.11.2007;68.6;58.1;71.1;4.2;30.0;;;;;;;;;;;;;;;;;;;;;;
3.11.2007;69.1;55.7;66.3;4.6;29.9;;;;;;;;;;;;;;;;;;;;;;
4.11.2007;66.8;50.8;60.7;3.4;29.9;;;;;;;;;;;;;;;;;;;;;;
5.11.2007;67.2;56.5;69.3;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
6.11.2007;68.6;56.6;66.6;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
7.11.2007;65.0;51.7;65.4;9.4;29.7;;;;;;;;;;;;;;;;;;;;;;
8.11.2007;61.9;51.5;69.9;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
9.11.2007;62.1;43.1;56.6;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
10.11.2007;61.3;42.5;53.6;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
11.11.2007;64.5;52.2;66.6;10.7;29.7;;;;;;;;;;;;;;;;;;;;;;
12.11.2007;57.7;33.8;45.1;5.3;30.0;;;;;;;;;;;;;;;;;;;;;;
13.11.2007;59.7;44.3;58.9;3.4;30.0;;;;;;;;;;;;;;;;;;;;;;
14.11.2007;62.4;51.3;67.7;5.7;29.9;;;;;;;;;;;;;;;;;;;;;;
15.11.2007;66.7;47.3;51.3;6.8;30.0;;;;;;;;;;;;;;;;;;;;;;
16.11.2007;63.5;45.8;55.6;3.8;30.0;;;;;;;;;;;;;;;;;;;;;;
17.11.2007;63.8;45.5;55.8;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
18.11.2007;63.8;46.7;58.4;3.3;29.8;;;;;;;;;;;;;;;;;;;;;;
19.11.2007;59.2;52.7;79.0;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
20.11.2007;55.1;50.4;87.1;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
21.11.2007;56.1;48.4;77.3;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
22.11.2007;56.6;41.9;61.6;1.9;30.0;;;;;;;;;;;;;;;;;;;;;;
23.11.2007;43.0;30.9;51.6;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
24.11.2007;52.3;37.1;66.3;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
25.11.2007;52.0;32.9;56.9;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
26.11.2007;51.8;33.2;55.9;1.7;30.2;;;;;;;;;;;;;;;;;;;;;;
27.11.2007;53.3;39.0;60.3;3.9;30.1;;;;;;;;;;;;;;;;;;;;;;
28.11.2007;58.4;50.8;75.3;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
29.11.2007;55.3;24.5;38.6;7.7;30.0;;;;;;;;;;;;;;;;;;;;;;
30.11.2007;53.3;25.8;43.7;5.1;30.0;;;;;;;;;;;;;;;;;;;;;;
1.12.2007;57.6;30.6;43.0;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
2.12.2007;55.3;27.1;43.2;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
3.12.2007;52.6;28.6;52.9;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
4.12.2007;54.2;42.8;65.4;8.4;30.0;;;;;;;;;;;;;;;;;;;;;;
5.12.2007;55.0;40.9;59.4;10.9;29.9;;;;;;;;;;;;;;;;;;;;;;
6.12.2007;51.8;47.0;85.3;0.7;29.7;;;;;;;;;;;;;;;;;;;;;;
7.12.2007;50.0;46.0;86.3;2.8;29.8;;;;;;;;;;;;;;;;;;;;;;
8.12.2007;50.6;44.2;80.1;3.4;30.0;;;;;;;;;;;;;;;;;;;;;;
9.12.2007;55.5;47.5;75.1;3.4;30.0;;;;;;;;;;;;;;;;;;;;;;
10.12.2007;53.8;51.0;91.0;7.9;29.9;;;;;;;;;;;;;;;;;;;;;;
11.12.2007;57.1;53.2;88.1;3.9;30.0;;;;;;;;;;;;;;;;;;;;;;
12.12.2007;58.5;55.5;90.8;4.8;30.0;;;;;;;;;;;;;;;;;;;;;;
13.12.2007;56.1;53.6;90.4;4.0;29.7;;;;;;;;;;;;;;;;;;;;;;
14.12.2007;55.7;52.0;87.8;0.0;29.6;;;;;;;;;;;;;;;;;;;;;;
15.12.2007;54.7;48.4;80.9;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
16.12.2007;50.7;47.3;89.2;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
17.12.2007;49.6;43.2;80.1;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
18.12.2007;49.9;31.3;52.3;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
19.12.2007;46.3;21.0;38.2;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
20.12.2007;44.5;23.2;52.9;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
21.12.2007;46.7;25.0;49.4;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
22.12.2007;46.1;25.0;51.8;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
23.12.2007;44.3;24.9;55.7;0.0;30.3;;;;;;;;;;;;;;;;;;;;;;
24.12.2007;40.3;25.6;63.4;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
25.12.2007;43.0;27.3;63.2;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
26.12.2007;47.7;25.1;53.1;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
27.12.2007;47.9;19.9;55.7;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
28.12.2007;50.5;23.3;49.8;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
29.12.2007;49.1;19.8;33.0;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
30.12.2007;45.4;19.4;38.0;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
31.12.2007;39.0;21.3;49.4;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
1.01.2008;46.3;18.1;34.2;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
2.01.2008;47.7;23.8;41.1;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
3.01.2008;46.9;24.2;63.0;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
4.01.2008;49.5;35.0;61.9;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
5.01.2008;43.6;15.3;32.6;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
6.01.2008;43.8;19.6;47.0;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
7.01.2008;45.0;30.3;62.0;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
8.01.2008;47.5;22.9;45.7;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
9.01.2008;49.1;18.9;31.1;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
10.01.2008;46.7;16.4;30.4;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
11.01.2008;42.6;11.4;31.0;7.3;30.1;;;;;;;;;;;;;;;;;;;;;;
12.01.2008;38.3;10.9;38.0;5.5;30.2;;;;;;;;;;;;;;;;;;;;;;
13.01.2008;38.5;9.5;36.2;4.6;30.3;;;;;;;;;;;;;;;;;;;;;;
14.01.2008;38.7;16.0;47.5;3.4;30.3;;;;;;;;;;;;;;;;;;;;;;
15.01.2008;40.8;23.2;56.4;3.6;30.2;;;;;;;;;;;;;;;;;;;;;;
16.01.2008;43.3;30.3;70.4;3.9;30.3;;;;;;;;;;;;;;;;;;;;;;
17.01.2008;44.7;25.0;54.4;5.2;30.3;;;;;;;;;;;;;;;;;;;;;;
18.01.2008;48.4;21.6;39.0;7.6;30.1;;;;;;;;;;;;;;;;;;;;;;
19.01.2008;48.1;23.0;41.3;5.0;30.1;;;;;;;;;;;;;;;;;;;;;;
20.01.2008;47.2;22.1;40.6;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
21.01.2008;46.8;19.5;40.5;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
22.01.2008;44.8;21.5;43.3;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
23.01.2008;47.4;26.2;47.8;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
24.01.2008;49.3;34.9;62.5;4.2;30.0;;;;;;;;;;;;;;;;;;;;;;
25.01.2008;48.9;28.6;54.1;7.1;29.9;;;;;;;;;;;;;;;;;;;;;;
26.01.2008;52.1;16.3;24.6;10.4;29.9;;;;;;;;;;;;;;;;;;;;;;
27.01.2008;46.9;23.0;46.6;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
28.01.2008;45.9;41.8;85.3;7.7;29.6;;;;;;;;;;;;;;;;;;;;;;
29.01.2008;45.9;36.5;74.9;8.9;29.4;;;;;;;;;;;;;;;;;;;;;;
30.01.2008;43.3;14.0;30.8;10.7;29.7;;;;;;;;;;;;;;;;;;;;;;
31.01.2008;42.5;16.5;37.4;6.2;30.0;;;;;;;;;;;;;;;;;;;;;;
1.02.2008;42.6;18.4;54.5;4.8;30.2;;;;;;;;;;;;;;;;;;;;;;
2.02.2008;44.2;25.5;56.2;4.1;30.2;;;;;;;;;;;;;;;;;;;;;;
3.02.2008;45.9;25.3;56.8;3.2;30.3;;;;;;;;;;;;;;;;;;;;;;
4.02.2008;46.6;20.6;51.2;3.9;30.2;;;;;;;;;;;;;;;;;;;;;;
5.02.2008;49.8;24.2;41.3;3.2;30.1;;;;;;;;;;;;;;;;;;;;;;
6.02.2008;52.1;21.6;32.6;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
7.02.2008;54.8;20.9;27.3;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
8.02.2008;54.7;23.8;34.2;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
9.02.2008;54.1;29.1;47.3;0.0;30.2;;;;;;;;;;;;;;;;;;;;;;
10.02.2008;57.7;24.9;41.4;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
11.02.2008;53.8;32.8;66.1;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
12.02.2008;50.4;33.2;65.7;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
13.02.2008;50.5;30.8;63.0;1.6;30.0;;;;;;;;;;;;;;;;;;;;;;
14.02.2008;51.1;32.6;57.5;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
15.02.2008;47.8;20.4;38.3;8.0;30.0;;;;;;;;;;;;;;;;;;;;;;
16.02.2008;46.6;32.3;68.5;6.7;30.0;;;;;;;;;;;;;;;;;;;;;;
17.02.2008;47.3;44.9;91.1;10.1;29.8;;;;;;;;;;;;;;;;;;;;;;
18.02.2008;48.2;41.6;77.3;3.9;29.1;;;;;;;;;;;;;;;;;;;;;;
19.02.2008;42.3;18.4;43.4;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
20.02.2008;42.6;24.1;54.3;2.7;30.3;;;;;;;;;;;;;;;;;;;;;;
21.02.2008;45.6;23.8;61.5;4.0;30.4;;;;;;;;;;;;;;;;;;;;;;
22.02.2008;48.1;30.9;61.9;3.5;30.3;;;;;;;;;;;;;;;;;;;;;;
23.02.2008;53.1;31.9;53.1;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
24.02.2008;57.1;27.4;39.3;9.9;29.9;;;;;;;;;;;;;;;;;;;;;;
25.02.2008;56.4;22.2;26.9;13.9;29.9;;;;;;;;;;;;;;;;;;;;;;
26.02.2008;53.8;27.6;43.5;6.1;29.9;;;;;;;;;;;;;;;;;;;;;;
27.02.2008;52.9;33.5;58.1;4.7;30.1;;;;;;;;;;;;;;;;;;;;;;
28.02.2008;55.4;39.8;60.1;4.2;30.2;;;;;;;;;;;;;;;;;;;;;;
29.02.2008;60.0;39.8;51.1;3.9;30.0;;;;;;;;;;;;;;;;;;;;;;
1.03.2008;59.1;39.5;51.5;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
2.03.2008;57.0;48.3;73.4;7.9;29.8;;;;;;;;;;;;;;;;;;;;;;
3.03.2008;56.3;46.1;71.0;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
4.03.2008;56.6;48.4;75.5;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;
5.03.2008;61.3;47.8;65.7;4.9;30.0;;;;;;;;;;;;;;;;;;;;;;
6.03.2008;64.5;43.1;49.8;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
7.03.2008;65.6;42.6;47.5;3.9;30.0;;;;;;;;;;;;;;;;;;;;;;
8.03.2008;70.2;40.8;36.9;7.8;29.9;;;;;;;;;;;;;;;;;;;;;;
9.03.2008;72.4;38.2;29.5;9.0;29.8;;;;;;;;;;;;;;;;;;;;;;
10.03.2008;66.1;47.6;54.2;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
11.03.2008;60.7;52.9;76.3;7.1;29.9;;;;;;;;;;;;;;;;;;;;;;
12.03.2008;59.1;50.4;73.8;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
13.03.2008;58.2;48.3;71.8;6.3;29.7;;;;;;;;;;;;;;;;;;;;;;
14.03.2008;57.3;40.1;60.6;7.0;29.6;;;;;;;;;;;;;;;;;;;;;;
15.03.2008;55.1;27.7;38.9;6.6;29.9;;;;;;;;;;;;;;;;;;;;;;
16.03.2008;55.8;41.0;60.2;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;
17.03.2008;61.3;36.2;48.5;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
18.03.2008;62.0;37.9;46.4;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
19.03.2008;59.7;49.7;70.5;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
20.03.2008;59.8;53.8;80.5;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
21.03.2008;60.9;50.4;69.9;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
22.03.2008;65.4;49.3;58.6;4.9;29.7;;;;;;;;;;;;;;;;;;;;;;
23.03.2008;69.1;52.7;59.7;1.7;29.8;;;;;;;;;;;;;;;;;;;;;;
24.03.2008;74.0;42.8;35.8;0.0;29.7;;;;;;;;;;;;;;;;;;;;;;
25.03.2008;67.2;52.0;63.4;6.6;29.6;;;;;;;;;;;;;;;;;;;;;;
26.03.2008;62.6;49.5;62.8;10.3;29.7;;;;;;;;;;;;;;;;;;;;;;
27.03.2008;60.7;49.7;69.1;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
28.03.2008;61.6;50.8;69.6;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
29.03.2008;67.4;47.5;52.1;7.9;29.7;;;;;;;;;;;;;;;;;;;;;;
30.03.2008;62.0;53.8;75.5;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
31.03.2008;55.8;52.1;87.3;4.0;29.7;;;;;;;;;;;;;;;;;;;;;;
1.04.2008;55.6;48.6;79.2;0.0;29.8;;;;;;;;;;;;;;;;;;;;;;
2.04.2008;57.1;45.6;68.4;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
3.04.2008;60.8;46.4;64.3;2.9;29.8;;;;;;;;;;;;;;;;;;;;;;
4.04.2008;61.2;51.5;71.5;4.0;29.7;;;;;;;;;;;;;;;;;;;;;;
5.04.2008;62.8;54.7;75.4;0.0;29.8;;;;;;;;;;;;;;;;;;;;;;
6.04.2008;67.9;50.8;57.1;0.0;29.7;;;;;;;;;;;;;;;;;;;;;;
7.04.2008;63.8;53.5;69.8;0.0;29.7;;;;;;;;;;;;;;;;;;;;;;
8.04.2008;62.5;53.0;71.6;0.0;29.8;;;;;;;;;;;;;;;;;;;;;;
9.04.2008;61.4;54.7;79.5;0.0;29.8;;;;;;;;;;;;;;;;;;;;;;
10.04.2008;63.2;51.9;69.6;0.0;29.8;;;;;;;;;;;;;;;;;;;;;;
11.04.2008;67.4;44.8;47.5;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
12.04.2008;67.7;53.4;62.6;0.0;29.9;;;;;;;;;;;;;;;;;;;;;;
13.04.2008;68.8;55.0;65.3;0.0;30.0;;;;;;;;;;;;;;;;;;;;;;
14.04.2008;77.7;56.4;53.7;0.7;29.9;;;;;;;;;;;;;;;;;;;;;;
15.04.2008;76.3;53.6;50.4;4.4;29.7;;;;;;;;;;;;;;;;;;;;;;
16.04.2008;67.3;58.4;73.3;8.4;29.7;;;;;;;;;;;;;;;;;;;;;;
17.04.2008;64.7;47.1;57.0;7.0;29.9;;;;;;;;;;;;;;;;;;;;;;
18.04.2008;64.1;48.3;60.8;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
19.04.2008;62.9;49.1;63.8;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
20.04.2008;65.8;52.7;66.2;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
21.04.2008;67.7;57.1;71.2;4.0;29.9;;;;;;;;;;;;;;;;;;;;;;
22.04.2008;70.1;58.8;70.1;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
23.04.2008;77.5;57.4;56.7;2.7;29.8;;;;;;;;;;;;;;;;;;;;;;
24.04.2008;79.7;49.6;44.8;4.4;29.7;;;;;;;;;;;;;;;;;;;;;;
25.04.2008;73.6;58.0;61.3;3.8;29.7;;;;;;;;;;;;;;;;;;;;;;
26.04.2008;72.6;56.0;59.9;6.4;29.7;;;;;;;;;;;;;;;;;;;;;;
27.04.2008;68.1;57.4;70.0;7.2;29.8;;;;;;;;;;;;;;;;;;;;;;
28.04.2008;65.5;51.5;63.7;6.2;29.8;;;;;;;;;;;;;;;;;;;;;;
29.04.2008;65.2;50.0;60.4;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
30.04.2008;63.6;51.1;65.9;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
1.05.2008;65.7;52.0;63.4;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
2.05.2008;66.8;56.4;71.9;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
3.05.2008;67.1;56.4;70.4;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
4.05.2008;68.9;55.8;65.6;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
5.05.2008;67.8;56.7;69.6;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
6.05.2008;66.2;49.0;57.0;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
7.05.2008;66.1;44.7;51.8;5.9;29.7;;;;;;;;;;;;;;;;;;;;;;
8.05.2008;59.5;53.7;80.5;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
9.05.2008;63.3;52.0;69.5;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
10.05.2008;65.3;51.3;62.6;7.3;29.8;;;;;;;;;;;;;;;;;;;;;;
11.05.2008;65.8;53.5;66.0;5.2;29.9;;;;;;;;;;;;;;;;;;;;;;
12.05.2008;67.8;54.4;66.4;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
13.05.2008;69.9;52.3;59.5;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
14.05.2008;71.1;57.8;65.0;5.5;29.8;;;;;;;;;;;;;;;;;;;;;;
15.05.2008;70.0;54.2;58.2;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
16.05.2008;69.6;58.3;68.1;6.9;29.8;;;;;;;;;;;;;;;;;;;;;;
17.05.2008;69.9;59.0;70.7;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
18.05.2008;69.6;57.6;69.3;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
19.05.2008;72.0;62.3;73.4;4.2;29.8;;;;;;;;;;;;;;;;;;;;;;
20.05.2008;73.0;63.0;73.2;3.9;29.8;;;;;;;;;;;;;;;;;;;;;;
21.05.2008;78.3;63.5;65.2;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
22.05.2008;76.7;67.1;73.7;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
23.05.2008;74.7;64.8;72.9;6.4;29.7;;;;;;;;;;;;;;;;;;;;;;
24.05.2008;71.1;61.8;73.9;6.1;29.8;;;;;;;;;;;;;;;;;;;;;;
25.05.2008;70.4;62.3;75.8;6.5;26.6;;;;;;;;;;;;;;;;;;;;;;
26.05.2008;72.7;61.0;69.6;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
27.05.2008;72.9;62.4;72.2;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
28.05.2008;74.5;55.9;58.0;6.3;29.8;;;;;;;;;;;;;;;;;;;;;;
29.05.2008;76.1;62.1;65.0;5.6;29.1;;;;;;;;;;;;;;;;;;;;;;
30.05.2008;78.5;46.6;40.6;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
31.05.2008;77.8;45.5;40.1;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
1.06.2008;76.3;57.3;56.3;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
2.06.2008;76.9;65.6;69.5;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
3.06.2008;76.7;65.9;71.5;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
4.06.2008;76.8;67.1;74.2;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
5.06.2008;78.2;65.1;68.2;5.1;29.8;;;;;;;;;;;;;;;;;;;;;;
6.06.2008;75.4;64.2;70.1;6.5;29.7;;;;;;;;;;;;;;;;;;;;;;
7.06.2008;75.2;65.0;72.5;6.9;29.6;;;;;;;;;;;;;;;;;;;;;;
8.06.2008;76.5;66.8;73.5;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
9.06.2008;77.3;66.0;70.4;4.7;29.7;;;;;;;;;;;;;;;;;;;;;;
10.06.2008;74.3;63.3;70.1;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
11.06.2008;76.2;58.9;58.9;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
12.06.2008;76.9;58.6;58.1;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
13.06.2008;76.6;60.3;60.8;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
14.06.2008;77.0;66.2;70.5;5.0;29.7;;;;;;;;;;;;;;;;;;;;;;
15.06.2008;76.7;65.9;71.4;4.9;29.6;;;;;;;;;;;;;;;;;;;;;;
16.06.2008;77.3;68.1;74.3;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
17.06.2008;78.2;68.5;73.5;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
18.06.2008;80.8;63.9;61.6;5.6;29.7;;;;;;;;;;;;;;;;;;;;;;
19.06.2008;82.2;55.0;45.4;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
20.06.2008;82.7;61.5;53.2;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
21.06.2008;83.1;67.1;61.8;5.1;29.6;;;;;;;;;;;;;;;;;;;;;;
22.06.2008;82.0;67.2;65.0;5.4;29.7;;;;;;;;;;;;;;;;;;;;;;
23.06.2008;86.3;46.4;28.9;9.0;29.7;;;;;;;;;;;;;;;;;;;;;;
24.06.2008;84.0;55.3;40.1;7.2;29.6;;;;;;;;;;;;;;;;;;;;;;
25.06.2008;83.0;62.8;54.9;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
26.06.2008;83.1;63.7;54.9;5.1;29.0;;;;;;;;;;;;;;;;;;;;;;
27.06.2008;84.4;68.1;59.6;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
28.06.2008;82.2;72.5;74.1;4.4;29.7;;;;;;;;;;;;;;;;;;;;;;
29.06.2008;81.8;72.2;73.3;5.6;29.6;;;;;;;;;;;;;;;;;;;;;;
30.06.2008;82.4;68.0;65.1;5.2;29.6;;;;;;;;;;;;;;;;;;;;;;
1.07.2008;82.9;59.0;49.6;6.7;29.6;;;;;;;;;;;;;;;;;;;;;;
2.07.2008;82.0;69.3;67.3;6.0;29.6;;;;;;;;;;;;;;;;;;;;;;
3.07.2008;82.4;71.3;71.5;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
4.07.2008;81.3;69.3;70.3;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
5.07.2008;82.0;71.1;71.0;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
6.07.2008;82.1;71.9;72.0;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
7.07.2008;83.2;69.2;65.3;7.7;29.6;;;;;;;;;;;;;;;;;;;;;;
8.07.2008;84.7;52.9;36.5;7.4;29.6;;;;;;;;;;;;;;;;;;;;;;
9.07.2008;82.6;68.4;64.6;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
10.07.2008;82.8;71.1;69.7;4.8;29.6;;;;;;;;;;;;;;;;;;;;;;
11.07.2008;83.3;72.2;71.5;5.5;29.6;;;;;;;;;;;;;;;;;;;;;;
12.07.2008;82.5;72.6;74.2;5.4;28.9;;;;;;;;;;;;;;;;;;;;;;
13.07.2008;82.6;73.7;76.6;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
14.07.2008;83.6;73.5;73.8;6.2;29.7;;;;;;;;;;;;;;;;;;;;;;
15.07.2008;84.4;71.9;68.9;6.5;29.7;;;;;;;;;;;;;;;;;;;;;;
16.07.2008;85.2;72.9;69.1;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
17.07.2008;84.4;73.4;71.4;5.2;29.5;;;;;;;;;;;;;;;;;;;;;;
18.07.2008;84.5;73.4;71.4;6.5;29.6;;;;;;;;;;;;;;;;;;;;;;
19.07.2008;84.7;73.0;70.4;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
